,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8
jRuby,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.6923076923076923,0.8461538461538461,0.9230769230769231,0.8461538461538461
apache-jmeter-2.10,0.7682926829268293,0.7560975609756098,0.4024390243902439,0.6463414634146342,0.7804878048780488,0.7804878048780488,0.7195121951219512,0.7317073170731707
hibernate-distribution-3.3.2.GA,0.6979166666666666,0.6979166666666666,0.6145833333333334,0.6875,0.6666666666666666,0.6041666666666666,0.5625,0.65625
jmeter,0.5365853658536586,0.5365853658536586,0.6585365853658537,0.6341463414634146,0.6829268292682927,0.7560975609756098,0.7317073170731707,0.7073170731707317
jruby,0.5714285714285714,0.5714285714285714,0.6785714285714286,0.39285714285714285,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.6428571428571429
sql12,0.631578947368421,0.6710526315789473,0.4473684210526316,0.618421052631579,0.631578947368421,0.631578947368421,0.6052631578947368,0.618421052631579
jfreechart,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.6666666666666666
hibernate,0.696969696969697,0.696969696969697,0.6666666666666666,0.696969696969697,0.8181818181818182,0.696969696969697,0.7575757575757576,0.8181818181818182
apache-ant-1.7.0,0.6428571428571429,0.6428571428571429,0.14285714285714285,0.6190476190476191,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429
columba-1.4-src,0.5277777777777778,0.4444444444444444,0.5277777777777778,0.4166666666666667,0.5833333333333334,0.5555555555555556,0.5833333333333334,0.6111111111111112
columba,0.46153846153846156,0.46153846153846156,0.6153846153846154,0.6923076923076923,0.7307692307692307,0.7692307692307693,0.8461538461538461,0.7307692307692307
jfreechart-1.0.19,0.7058823529411765,0.20588235294117646,0.5882352941176471,0.6176470588235294,0.5882352941176471,0.5588235294117647,0.5588235294117647,0.5882352941176471
ant,0.5172413793103449,0.5517241379310345,0.5862068965517241,0.5862068965517241,0.5172413793103449,0.5862068965517241,0.5862068965517241,0.5862068965517241
jEdit-4.2,0.3148148148148148,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7222222222222222,0.7407407407407407,0.7222222222222222
emf,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7857142857142857
jEdit,0.7,0.7,0.7333333333333333,0.6666666666666666,0.6,0.5333333333333333,0.6,0.6
jruby-1.4.0,0.5531914893617021,0.5531914893617021,0.5425531914893617,0.5638297872340425,0.4787234042553192,0.5531914893617021,0.5319148936170213,0.5851063829787234
emf-2.4.1,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.6818181818181818,0.8181818181818182,0.6818181818181818,0.6818181818181818,0.7272727272727273
argouml,0.48518518518518516,0.6444444444444445,0.6444444444444445,0.6518518518518519,0.6407407407407407,0.662962962962963,0.6925925925925925,0.6962962962962963
Mean,0.5898203910698602,0.6009764342847812,0.5985599041587487,0.6301820220781442,0.6630052540581179,0.6672049842924075,0.6738820551316541,0.6822813950855825
